 1.00000000000000E-03  0.00000000000000E+00  0.00000000000000E+00  3.16373427822138E-01  3.16373427822138E-01  3.16373427822138E-01  3.16373427822138E-01  3.16373427822138E-01  3.16373427822138E-01
 1.00138250583710E-03  0.00000000000000E+00  0.00000000000000E+00  3.16592046343224E-01  3.16592046343224E-01  3.16592046343224E-01  3.16592046343224E-01  3.16592046343224E-01  3.16592046343224E-01
 1.00276692299659E-03  0.00000000000000E+00  0.00000000000000E+00  3.16810815932805E-01  3.16810815932805E-01  3.16810815932805E-01  3.16810815932805E-01  3.16810815932805E-01  3.16810815932805E-01
 1.00415325412088E-03  0.00000000000000E+00  0.00000000000000E+00  3.17029736695272E-01  3.17029736695272E-01  3.17029736695272E-01  3.17029736695272E-01  3.17029736695272E-01  3.17029736695272E-01
 1.00554150185604E-03  0.00000000000000E+00  0.00000000000000E+00  3.17248808735088E-01  3.17248808735088E-01  3.17248808735088E-01  3.17248808735088E-01  3.17248808735088E-01  3.17248808735088E-01
 1.00693166885180E-03  0.00000000000000E+00  0.00000000000000E+00  3.17468032156787E-01  3.17468032156787E-01  3.17468032156787E-01  3.17468032156787E-01  3.17468032156787E-01  3.17468032156787E-01
 1.00832375776155E-03  0.00000000000000E+00  0.00000000000000E+00  3.17687407064977E-01  3.17687407064977E-01  3.17687407064977E-01  3.17687407064977E-01  3.17687407064977E-01  3.17687407064977E-01
 1.00971777124234E-03  0.00000000000000E+00  0.00000000000000E+00  3.17906933564336E-01  3.17906933564336E-01  3.17906933564336E-01  3.17906933564336E-01  3.17906933564336E-01  3.17906933564336E-01
 1.01111371195491E-03  0.00000000000000E+00  0.00000000000000E+00  3.18126611759617E-01  3.18126611759617E-01  3.18126611759617E-01  3.18126611759617E-01  3.18126611759617E-01  3.18126611759617E-01
 1.01251158256365E-03  0.00000000000000E+00  0.00000000000000E+00  3.18346441755643E-01  3.18346441755643E-01  3.18346441755643E-01  3.18346441755643E-01  3.18346441755643E-01  3.18346441755643E-01
 1.01391138573668E-03  0.00000000000000E+00  0.00000000000000E+00  3.18566423657311E-01  3.18566423657311E-01  3.18566423657311E-01  3.18566423657311E-01  3.18566423657311E-01  3.18566423657311E-01
 1.01531312414576E-03  0.00000000000000E+00  0.00000000000000E+00  3.18786557569590E-01  3.18786557569590E-01  3.18786557569590E-01  3.18786557569590E-01  3.18786557569590E-01  3.18786557569590E-01
 1.01671680046638E-03  0.00000000000000E+00  0.00000000000000E+00  3.19006843597521E-01  3.19006843597521E-01  3.19006843597521E-01  3.19006843597521E-01  3.19006843597521E-01  3.19006843597521E-01
 1.01812241737770E-03  0.00000000000000E+00  0.00000000000000E+00  3.19227281846219E-01  3.19227281846219E-01  3.19227281846219E-01  3.19227281846219E-01  3.19227281846219E-01  3.19227281846219E-01
 1.01952997756260E-03  0.00000000000000E+00  0.00000000000000E+00  3.19447872420869E-01  3.19447872420869E-01  3.19447872420869E-01  3.19447872420869E-01  3.19447872420869E-01  3.19447872420869E-01
 1.02093948370768E-03  0.00000000000000E+00  0.00000000000000E+00  3.19668615426732E-01  3.19668615426732E-01  3.19668615426732E-01  3.19668615426732E-01  3.19668615426732E-01  3.19668615426732E-01
 1.02235093850323E-03  0.00000000000000E+00  0.00000000000000E+00  3.19889510969140E-01  3.19889510969140E-01  3.19889510969140E-01  3.19889510969140E-01  3.19889510969140E-01  3.19889510969140E-01
 1.02376434464327E-03  0.00000000000000E+00  0.00000000000000E+00  3.20110559153497E-01  3.20110559153497E-01  3.20110559153497E-01  3.20110559153497E-01  3.20110559153497E-01  3.20110559153497E-01
 1.02517970482556E-03  0.00000000000000E+00  0.00000000000000E+00  3.20331760085281E-01  3.20331760085281E-01  3.20331760085281E-01  3.20331760085281E-01  3.20331760085281E-01  3.20331760085281E-01
 1.02659702175155E-03  0.00000000000000E+00  0.00000000000000E+00  3.20553113870044E-01  3.20553113870044E-01  3.20553113870044E-01  3.20553113870044E-01  3.20553113870044E-01  3.20553113870044E-01
 1.02801629812647E-03  0.00000000000000E+00  0.00000000000000E+00  3.20774620613407E-01  3.20774620613407E-01  3.20774620613407E-01  3.20774620613407E-01  3.20774620613407E-01  3.20774620613407E-01
 1.02943753665927E-03  0.00000000000000E+00  0.00000000000000E+00  3.20996280421069E-01  3.20996280421069E-01  3.20996280421069E-01  3.20996280421069E-01  3.20996280421069E-01  3.20996280421069E-01
 1.03086074006263E-03  0.00000000000000E+00  0.00000000000000E+00  3.21218093398798E-01  3.21218093398798E-01  3.21218093398798E-01  3.21218093398798E-01  3.21218093398798E-01  3.21218093398798E-01
 1.03228591105300E-03  0.00000000000000E+00  0.00000000000000E+00  3.21440059652438E-01  3.21440059652438E-01  3.21440059652438E-01  3.21440059652438E-01  3.21440059652438E-01  3.21440059652438E-01
 1.03371305235058E-03  0.00000000000000E+00  0.00000000000000E+00  3.21662179287904E-01  3.21662179287904E-01  3.21662179287904E-01  3.21662179287904E-01  3.21662179287904E-01  3.21662179287904E-01
 1.03514216667934E-03  0.00000000000000E+00  0.00000000000000E+00  3.21884452411185E-01  3.21884452411185E-01  3.21884452411185E-01  3.21884452411185E-01  3.21884452411185E-01  3.21884452411185E-01
 1.03657325676701E-03  0.00000000000000E+00  0.00000000000000E+00  3.22106879128344E-01  3.22106879128344E-01  3.22106879128344E-01  3.22106879128344E-01  3.22106879128344E-01  3.22106879128344E-01
 1.03800632534507E-03  0.00000000000000E+00  0.00000000000000E+00  3.22329459545515E-01  3.22329459545515E-01  3.22329459545515E-01  3.22329459545515E-01  3.22329459545515E-01  3.22329459545515E-01
 1.03944137514880E-03  0.00000000000000E+00  0.00000000000000E+00  3.22552193768908E-01  3.22552193768908E-01  3.22552193768908E-01  3.22552193768908E-01  3.22552193768908E-01  3.22552193768908E-01
 1.04087840891727E-03  0.00000000000000E+00  0.00000000000000E+00  3.22775081904805E-01  3.22775081904805E-01  3.22775081904805E-01  3.22775081904805E-01  3.22775081904805E-01  3.22775081904805E-01
 1.04231742939330E-03  0.00000000000000E+00  0.00000000000000E+00  3.22998124059563E-01  3.22998124059563E-01  3.22998124059563E-01  3.22998124059563E-01  3.22998124059563E-01  3.22998124059563E-01
 1.04375843932355E-03  0.00000000000000E+00  0.00000000000000E+00  3.23221320339609E-01  3.23221320339609E-01  3.23221320339609E-01  3.23221320339609E-01  3.23221320339609E-01  3.23221320339609E-01
 1.04520144145844E-03  0.00000000000000E+00  0.00000000000000E+00  3.23444670851447E-01  3.23444670851447E-01  3.23444670851447E-01  3.23444670851447E-01  3.23444670851447E-01  3.23444670851447E-01
 1.04664643855220E-03  0.00000000000000E+00  0.00000000000000E+00  3.23668175701653E-01  3.23668175701653E-01  3.23668175701653E-01  3.23668175701653E-01  3.23668175701653E-01  3.23668175701653E-01
 1.04809343336287E-03  0.00000000000000E+00  0.00000000000000E+00  3.23891834996877E-01  3.23891834996877E-01  3.23891834996877E-01  3.23891834996877E-01  3.23891834996877E-01  3.23891834996877E-01
 1.04954242865232E-03  0.00000000000000E+00  0.00000000000000E+00  3.24115648843844E-01  3.24115648843844E-01  3.24115648843844E-01  3.24115648843844E-01  3.24115648843844E-01  3.24115648843844E-01
 1.05099342718622E-03  0.00000000000000E+00  0.00000000000000E+00  3.24339617349349E-01  3.24339617349349E-01  3.24339617349349E-01  3.24339617349349E-01  3.24339617349349E-01  3.24339617349349E-01
 1.05244643173405E-03  0.00000000000000E+00  0.00000000000000E+00  3.24563740620265E-01  3.24563740620265E-01  3.24563740620265E-01  3.24563740620265E-01  3.24563740620265E-01  3.24563740620265E-01
 1.05390144506916E-03  0.00000000000000E+00  0.00000000000000E+00  3.24788018763537E-01  3.24788018763537E-01  3.24788018763537E-01  3.24788018763537E-01  3.24788018763537E-01  3.24788018763537E-01
 1.05535846996870E-03  0.00000000000000E+00  0.00000000000000E+00  3.25012451886183E-01  3.25012451886183E-01  3.25012451886183E-01  3.25012451886183E-01  3.25012451886183E-01  3.25012451886183E-01
 1.05681750921366E-03  0.00000000000000E+00  0.00000000000000E+00  3.25237040095297E-01  3.25237040095297E-01  3.25237040095297E-01  3.25237040095297E-01  3.25237040095297E-01  3.25237040095297E-01
 1.05827856558889E-03  0.00000000000000E+00  0.00000000000000E+00  3.25461783498046E-01  3.25461783498046E-01  3.25461783498046E-01  3.25461783498046E-01  3.25461783498046E-01  3.25461783498046E-01
 1.05974164188310E-03  0.00000000000000E+00  0.00000000000000E+00  3.25686682201670E-01  3.25686682201670E-01  3.25686682201670E-01  3.25686682201670E-01  3.25686682201670E-01  3.25686682201670E-01
 1.06120674088882E-03  0.00000000000000E+00  0.00000000000000E+00  3.25911736313484E-01  3.25911736313484E-01  3.25911736313484E-01  3.25911736313484E-01  3.25911736313484E-01  3.25911736313484E-01
 1.06267386540247E-03  0.00000000000000E+00  0.00000000000000E+00  3.26136945940879E-01  3.26136945940879E-01  3.26136945940879E-01  3.26136945940879E-01  3.26136945940879E-01  3.26136945940879E-01
 1.06414301822432E-03  0.00000000000000E+00  0.00000000000000E+00  3.26362311191317E-01  3.26362311191317E-01  3.26362311191317E-01  3.26362311191317E-01  3.26362311191317E-01  3.26362311191317E-01
 1.06561420215852E-03  0.00000000000000E+00  0.00000000000000E+00  3.26587832172336E-01  3.26587832172336E-01  3.26587832172336E-01  3.26587832172336E-01  3.26587832172336E-01  3.26587832172336E-01
 1.06708742001310E-03  0.00000000000000E+00  0.00000000000000E+00  3.26813508991548E-01  3.26813508991548E-01  3.26813508991548E-01  3.26813508991548E-01  3.26813508991548E-01  3.26813508991548E-01
 1.06856267459996E-03  0.00000000000000E+00  0.00000000000000E+00  3.27039341756639E-01  3.27039341756639E-01  3.27039341756639E-01  3.27039341756639E-01  3.27039341756639E-01  3.27039341756639E-01
 1.07003996873490E-03  0.00000000000000E+00  0.00000000000000E+00  3.27265330575371E-01  3.27265330575371E-01  3.27265330575371E-01  3.27265330575371E-01  3.27265330575371E-01  3.27265330575371E-01
 1.07151930523761E-03  0.00000000000000E+00  0.00000000000000E+00  3.27491475555579E-01  3.27491475555579E-01  3.27491475555579E-01  3.27491475555579E-01  3.27491475555579E-01  3.27491475555579E-01
 1.07300068693166E-03  0.00000000000000E+00  0.00000000000000E+00  3.27717776805172E-01  3.27717776805172E-01  3.27717776805172E-01  3.27717776805172E-01  3.27717776805172E-01  3.27717776805172E-01
 1.07448411664456E-03  0.00000000000000E+00  0.00000000000000E+00  3.27944234432135E-01  3.27944234432135E-01  3.27944234432135E-01  3.27944234432135E-01  3.27944234432135E-01  3.27944234432135E-01
 1.07596959720769E-03  0.00000000000000E+00  0.00000000000000E+00  3.28170848544526E-01  3.28170848544526E-01  3.28170848544526E-01  3.28170848544526E-01  3.28170848544526E-01  3.28170848544526E-01
 1.07745713145637E-03  0.00000000000000E+00  0.00000000000000E+00  3.28397619250480E-01  3.28397619250480E-01  3.28397619250480E-01  3.28397619250480E-01  3.28397619250480E-01  3.28397619250480E-01
 1.07894672222983E-03  0.00000000000000E+00  0.00000000000000E+00  3.28624546658205E-01  3.28624546658205E-01  3.28624546658205E-01  3.28624546658205E-01  3.28624546658205E-01  3.28624546658205E-01
 1.08043837237123E-03  0.00000000000000E+00  0.00000000000000E+00  3.28851630875983E-01  3.28851630875983E-01  3.28851630875983E-01  3.28851630875983E-01  3.28851630875983E-01  3.28851630875983E-01
 1.08193208472766E-03  0.00000000000000E+00  0.00000000000000E+00  3.29078872012173E-01  3.29078872012173E-01  3.29078872012173E-01  3.29078872012173E-01  3.29078872012173E-01  3.29078872012173E-01
 1.08342786215014E-03  0.00000000000000E+00  0.00000000000000E+00  3.29306270175209E-01  3.29306270175209E-01  3.29306270175209E-01  3.29306270175209E-01  3.29306270175209E-01  3.29306270175209E-01
 1.08492570749364E-03  0.00000000000000E+00  0.00000000000000E+00  3.29533825473596E-01  3.29533825473596E-01  3.29533825473596E-01  3.29533825473596E-01  3.29533825473596E-01  3.29533825473596E-01
 1.08642562361707E-03  0.00000000000000E+00  0.00000000000000E+00  3.29761538015919E-01  3.29761538015919E-01  3.29761538015919E-01  3.29761538015919E-01  3.29761538015919E-01  3.29761538015919E-01
 1.08792761338329E-03  0.00000000000000E+00  0.00000000000000E+00  3.29989407910835E-01  3.29989407910835E-01  3.29989407910835E-01  3.29989407910835E-01  3.29989407910835E-01  3.29989407910835E-01
 1.08943167965913E-03  0.00000000000000E+00  0.00000000000000E+00  3.30217435267077E-01  3.30217435267077E-01  3.30217435267077E-01  3.30217435267077E-01  3.30217435267077E-01  3.30217435267077E-01
 1.09093782531538E-03  0.00000000000000E+00  0.00000000000000E+00  3.30445620193452E-01  3.30445620193452E-01  3.30445620193452E-01  3.30445620193452E-01  3.30445620193452E-01  3.30445620193452E-01
 1.09244605322679E-03  0.00000000000000E+00  0.00000000000000E+00  3.30673962798845E-01  3.30673962798845E-01  3.30673962798845E-01  3.30673962798845E-01  3.30673962798845E-01  3.30673962798845E-01
