 1.00000000000000E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.99225469547956E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.00138250583710E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.99031836934945E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.00276692299659E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.98838204321934E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.00415325412088E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.98644571708923E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.00554150185604E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.98450939095912E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.00693166885180E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.98257306482901E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.00832375776155E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.98063673869890E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.00971777124234E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.97870041256878E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.01111371195491E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.97676408643868E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.01251158256365E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.97482776030856E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.01391138573668E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.97289143417845E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.01531312414576E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.97095510804834E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.01671680046638E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.96901878191823E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.01812241737770E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.96708245578812E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.01952997756260E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.96514612965801E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
 1.02093948370768E-03  0.00000000000000E+00  3.80000000000000E-20  4.40000000000000E-18  9.96320980352790E-19  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00
