 1.00000000000000E-03  5.85567925289304E-20  0.00000000000000E+00  0.00000000000000E+00
 1.00138250583710E-03  5.85530850578608E-20  0.00000000000000E+00  0.00000000000000E+00
 1.00276692299659E-03  5.85493775867913E-20  0.00000000000000E+00  0.00000000000000E+00
 1.00415325412088E-03  5.85456701157217E-20  0.00000000000000E+00  0.00000000000000E+00
 1.00554150185604E-03  5.85419626446521E-20  0.00000000000000E+00  0.00000000000000E+00
 1.00693166885180E-03  5.85382551735825E-20  0.00000000000000E+00  0.00000000000000E+00
 1.00832375776155E-03  5.85345477025129E-20  0.00000000000000E+00  0.00000000000000E+00
 1.00971777124234E-03  5.85308402314434E-20  0.00000000000000E+00  0.00000000000000E+00
 1.01111371195491E-03  5.85271327603738E-20  0.00000000000000E+00  0.00000000000000E+00
 1.01251158256365E-03  5.85234252893042E-20  0.00000000000000E+00  0.00000000000000E+00
 1.01391138573668E-03  5.85197178182346E-20  0.00000000000000E+00  0.00000000000000E+00
 1.01531312414576E-03  5.85160103471650E-20  0.00000000000000E+00  0.00000000000000E+00
 1.01671680046638E-03  5.85123028760955E-20  0.00000000000000E+00  0.00000000000000E+00
 1.01812241737770E-03  5.85085954050259E-20  0.00000000000000E+00  0.00000000000000E+00
 1.01952997756260E-03  5.85048879339563E-20  0.00000000000000E+00  0.00000000000000E+00
 1.02093948370768E-03  5.85011804628867E-20  0.00000000000000E+00  0.00000000000000E+00
 1.02235093850323E-03  5.84974729918171E-20  0.00000000000000E+00  0.00000000000000E+00
 1.02376434464327E-03  5.84937655207476E-20  0.00000000000000E+00  0.00000000000000E+00
 1.02517970482556E-03  5.84900580496780E-20  0.00000000000000E+00  0.00000000000000E+00
 1.02659702175155E-03  5.84863505786084E-20  0.00000000000000E+00  0.00000000000000E+00
 1.02801629812647E-03  5.84826431075388E-20  0.00000000000000E+00  0.00000000000000E+00
 1.02943753665927E-03  5.84789356364692E-20  0.00000000000000E+00  0.00000000000000E+00
