 1.00000000000000E-03  3.17824476414824E-03  3.17824476414824E-03  3.17824476414824E-03
 1.00138250583710E-03  3.18023960952790E-03  3.18023960952790E-03  3.18023960952790E-03
 1.00276692299659E-03  3.18223569422669E-03  3.18223569422669E-03  3.18223569422669E-03
 1.00415325412088E-03  3.18423301900484E-03  3.18423301900484E-03  3.18423301900484E-03
 1.00554150185604E-03  3.18623158462303E-03  3.18623158462303E-03  3.18623158462303E-03
 1.00693166885180E-03  3.18823139184243E-03  3.18823139184243E-03  3.18823139184243E-03
 1.00832375776155E-03  3.19023244142463E-03  3.19023244142463E-03  3.19023244142463E-03
 1.00971777124234E-03  3.19223473413172E-03  3.19223473413172E-03  3.19223473413172E-03
 1.01111371195491E-03  3.19423827072623E-03  3.19423827072623E-03  3.19423827072623E-03
 1.01251158256365E-03  3.19624305197114E-03  3.19624305197114E-03  3.19624305197114E-03
 1.01391138573668E-03  3.19824907862992E-03  3.19824907862992E-03  3.19824907862992E-03
 1.01531312414576E-03  3.20025635146647E-03  3.20025635146647E-03  3.20025635146647E-03
 1.01671680046638E-03  3.20226487124516E-03  3.20226487124516E-03  3.20226487124516E-03
 1.01812241737770E-03  3.20427463873084E-03  3.20427463873084E-03  3.20427463873084E-03
 1.01952997756260E-03  3.20628565468879E-03  3.20628565468879E-03  3.20628565468879E-03
 1.02093948370768E-03  3.20829791988479E-03  3.20829791988479E-03  3.20829791988479E-03
 1.02235093850323E-03  3.21031143508504E-03  3.21031143508504E-03  3.21031143508504E-03
 1.02376434464327E-03  3.21232620105624E-03  3.21232620105624E-03  3.21232620105624E-03
 1.02517970482556E-03  3.21434221856552E-03  3.21434221856552E-03  3.21434221856552E-03
 1.02659702175155E-03  3.21635948838050E-03  3.21635948838050E-03  3.21635948838050E-03
 1.02801629812647E-03  3.21837801126926E-03  3.21837801126926E-03  3.21837801126926E-03
 1.02943753665927E-03  3.22039778800032E-03  3.22039778800032E-03  3.22039778800032E-03
 1.03086074006263E-03  3.22241881934268E-03  3.22241881934268E-03  3.22241881934268E-03
 1.03228591105300E-03  3.22444110606582E-03  3.22444110606582E-03  3.22444110606582E-03
 1.03371305235058E-03  3.22646464893966E-03  3.22646464893966E-03  3.22646464893966E-03
 1.03514216667934E-03  3.22848944873459E-03  3.22848944873459E-03  3.22848944873459E-03
 1.03657325676701E-03  3.23051550622146E-03  3.23051550622146E-03  3.23051550622146E-03
 1.03800632534507E-03  3.23254282217161E-03  3.23254282217161E-03  3.23254282217161E-03
 1.03944137514880E-03  3.23457139735681E-03  3.23457139735681E-03  3.23457139735681E-03
 1.04087840891727E-03  3.23660123254933E-03  3.23660123254933E-03  3.23660123254933E-03
 1.04231742939330E-03  3.23863232852189E-03  3.23863232852189E-03  3.23863232852189E-03
 1.04375843932355E-03  3.24066468604766E-03  3.24066468604766E-03  3.24066468604766E-03
 1.04520144145844E-03  3.24269830590031E-03  3.24269830590031E-03  3.24269830590031E-03
 1.04664643855220E-03  3.24473318885395E-03  3.24473318885395E-03  3.24473318885395E-03
 1.04809343336287E-03  3.24676933568317E-03  3.24676933568317E-03  3.24676933568317E-03
 1.04954242865232E-03  3.24880674716302E-03  3.24880674716302E-03  3.24880674716302E-03
 1.05099342718622E-03  3.25084542406903E-03  3.25084542406903E-03  3.25084542406903E-03
 1.05244643173405E-03  3.25288536717718E-03  3.25288536717718E-03  3.25288536717718E-03
 1.05390144506916E-03  3.25492657726394E-03  3.25492657726394E-03  3.25492657726394E-03
 1.05535846996870E-03  3.25696905510622E-03  3.25696905510622E-03  3.25696905510622E-03
