 1.00000000000000E-03  0.00000000000000E+00  1.47079919133066E-01  1.47079919133066E-01  1.47079919133066E-01  1.47079919133066E-01  1.47079919133066E-01  1.47079919133066E-01  1.47079919133066E-01  1.47079919133066E-01  1.47079919133066E-01  1.47079919133066E-01
 1.00138250583710E-03  0.00000000000000E+00  1.47098388964402E-01  1.47098388964402E-01  1.47098388964402E-01  1.47098388964402E-01  1.47098388964402E-01  1.47098388964402E-01  1.47098388964402E-01  1.47098388964402E-01  1.47098388964402E-01  1.47098388964402E-01
 1.00276692299659E-03  0.00000000000000E+00  1.47116814090820E-01  1.47116814090820E-01  1.47116814090820E-01  1.47116814090820E-01  1.47116814090820E-01  1.47116814090820E-01  1.47116814090820E-01  1.47116814090820E-01  1.47116814090820E-01  1.47116814090820E-01
 1.00415325412088E-03  0.00000000000000E+00  1.47135194441719E-01  1.47135194441719E-01  1.47135194441719E-01  1.47135194441719E-01  1.47135194441719E-01  1.47135194441719E-01  1.47135194441719E-01  1.47135194441719E-01  1.47135194441719E-01  1.47135194441719E-01
 1.00554150185604E-03  0.00000000000000E+00  1.47153529946420E-01  1.47153529946420E-01  1.47153529946420E-01  1.47153529946420E-01  1.47153529946420E-01  1.47153529946420E-01  1.47153529946420E-01  1.47153529946420E-01  1.47153529946420E-01  1.47153529946420E-01
 1.00693166885180E-03  0.00000000000000E+00  1.47171820534167E-01  1.47171820534167E-01  1.47171820534167E-01  1.47171820534167E-01  1.47171820534167E-01  1.47171820534167E-01  1.47171820534167E-01  1.47171820534167E-01  1.47171820534167E-01  1.47171820534167E-01
 1.00832375776155E-03  0.00000000000000E+00  1.47190066134129E-01  1.47190066134129E-01  1.47190066134129E-01  1.47190066134129E-01  1.47190066134129E-01  1.47190066134129E-01  1.47190066134129E-01  1.47190066134129E-01  1.47190066134129E-01  1.47190066134129E-01
 1.00971777124234E-03  0.00000000000000E+00  1.47208266675397E-01  1.47208266675397E-01  1.47208266675397E-01  1.47208266675397E-01  1.47208266675397E-01  1.47208266675397E-01  1.47208266675397E-01  1.47208266675397E-01  1.47208266675397E-01  1.47208266675397E-01
 1.01111371195491E-03  0.00000000000000E+00  1.47226422086987E-01  1.47226422086987E-01  1.47226422086987E-01  1.47226422086987E-01  1.47226422086987E-01  1.47226422086987E-01  1.47226422086987E-01  1.47226422086987E-01  1.47226422086987E-01  1.47226422086987E-01
 1.01251158256365E-03  0.00000000000000E+00  1.47244532297837E-01  1.47244532297837E-01  1.47244532297837E-01  1.47244532297837E-01  1.47244532297837E-01  1.47244532297837E-01  1.47244532297837E-01  1.47244532297837E-01  1.47244532297837E-01  1.47244532297837E-01
 1.01391138573668E-03  0.00000000000000E+00  1.47262597236810E-01  1.47262597236810E-01  1.47262597236810E-01  1.47262597236810E-01  1.47262597236810E-01  1.47262597236810E-01  1.47262597236810E-01  1.47262597236810E-01  1.47262597236810E-01  1.47262597236810E-01
 1.01531312414576E-03  0.00000000000000E+00  1.47280616832691E-01  1.47280616832691E-01  1.47280616832691E-01  1.47280616832691E-01  1.47280616832691E-01  1.47280616832691E-01  1.47280616832691E-01  1.47280616832691E-01  1.47280616832691E-01  1.47280616832691E-01
 1.01671680046638E-03  0.00000000000000E+00  1.47298591014188E-01  1.47298591014188E-01  1.47298591014188E-01  1.47298591014188E-01  1.47298591014188E-01  1.47298591014188E-01  1.47298591014188E-01  1.47298591014188E-01  1.47298591014188E-01  1.47298591014188E-01
 1.01812241737770E-03  0.00000000000000E+00  1.47316519709933E-01  1.47316519709933E-01  1.47316519709933E-01  1.47316519709933E-01  1.47316519709933E-01  1.47316519709933E-01  1.47316519709933E-01  1.47316519709933E-01  1.47316519709933E-01  1.47316519709933E-01
 1.01952997756260E-03  0.00000000000000E+00  1.47334402848481E-01  1.47334402848481E-01  1.47334402848481E-01  1.47334402848481E-01  1.47334402848481E-01  1.47334402848481E-01  1.47334402848481E-01  1.47334402848481E-01  1.47334402848481E-01  1.47334402848481E-01
 1.02093948370768E-03  0.00000000000000E+00  1.47352240358309E-01  1.47352240358309E-01  1.47352240358309E-01  1.47352240358309E-01  1.47352240358309E-01  1.47352240358309E-01  1.47352240358309E-01  1.47352240358309E-01  1.47352240358309E-01  1.47352240358309E-01
 1.02235093850323E-03  0.00000000000000E+00  1.47370032167819E-01  1.47370032167819E-01  1.47370032167819E-01  1.47370032167819E-01  1.47370032167819E-01  1.47370032167819E-01  1.47370032167819E-01  1.47370032167819E-01  1.47370032167819E-01  1.47370032167819E-01
 1.02376434464327E-03  0.00000000000000E+00  1.47387778205333E-01  1.47387778205333E-01  1.47387778205333E-01  1.47387778205333E-01  1.47387778205333E-01  1.47387778205333E-01  1.47387778205333E-01  1.47387778205333E-01  1.47387778205333E-01  1.47387778205333E-01
 1.02517970482556E-03  0.00000000000000E+00  1.47405478399098E-01  1.47405478399098E-01  1.47405478399098E-01  1.47405478399098E-01  1.47405478399098E-01  1.47405478399098E-01  1.47405478399098E-01  1.47405478399098E-01  1.47405478399098E-01  1.47405478399098E-01
 1.02659702175155E-03  0.00000000000000E+00  1.47423132677283E-01  1.47423132677283E-01  1.47423132677283E-01  1.47423132677283E-01  1.47423132677283E-01  1.47423132677283E-01  1.47423132677283E-01  1.47423132677283E-01  1.47423132677283E-01  1.47423132677283E-01
